bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	cov_il	cov_pb	cov_r9	cov_r104	r_abund_il	r_abund_pb	r_abund_r9	r_abund_r104	cluster	unalligned_bp	genome_frac	dup_ratio	Ns_per_100kb	MMs_per_100kb	Indels_per_100kb
r104-il_bin.0034	1848	914	1	1	1	19	o__Clostridiales (UID1120)	86.01	0.7	0	2043162	1	24	24	144558	144558	85131	85131	532117	532117	40	1.27	91.76	1821	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp012838235	99.86	0.9	GCA_012838235.1	99.86	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__	taxonomic classification defined by topology and ANI	90.81	N/A	N/A	AB175382.1.1453 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1275308	1517	0.118951657168308	N	Bacteria	 Firmicutes	0	0	11.582391	9.854275	32.289368	9.856236	0.24281342	0.1900001	0.26682848	0.25958496	106_1	38705	83.047	1.005	0.05	29.07	3.06
r104-il_bin.0035	1401	659	0	0	0	11	p__Firmicutes (UID1022)	48.84	0.62	0	1459638	0	76	76	23979	23979	19205	19205	118785	118785	50.3	3.07	80.75	1476	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__DTU098 sp002305915	98.99	0.77	GCA_002305915.1	98.99	0.77	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__DTU098;s__	taxonomic classification defined by topology and ANI	50.37	N/A	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	LQ	318997	3560	1.11599795609363	N	Bacteria	 Firmicutes	0	0	6.763024	7.5340195	12.925975	3.717848	0.14178015	0.1452633	0.10681591	0.09791744	NA	NA	NA	NA	NA	NA	NA
r104-il_bin.0036	2035	915	2	2	2	19	p__Firmicutes (UID239)	90.1	0	0	2197008	0	25	25	114161	114161	87880	87880	218145	218145	48.3	0.75	87.94	2012	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic novelty determined using RED	90.07	0.8803510311465275	N/A	KC333936.1.1493 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2134370	11391	0.533693783177237	N	Bacteria	 Firmicutes	0	0	26.171503	31.750154	46.524284	10.236994	0.5486598	0.6121742	0.38446108	0.26961303	99_1	146589	88.501	1.001	0	58.48	6.49
r104-il_bin.0037	1933	1045	1	1	1	17	f__Spirochaetaceae (UID2535)	83.48	1.77	75	1956758	16	109	109	27610	27610	17951	17951	83975	83969	38.4	2.07	89.86	2004	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__JAAZLA01;s__JAAZLA01 sp012799545	98.42	0.87	GCA_012799545.1	98.42	0.87	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__;s__	taxonomic classification defined by topology and ANI	77.21	N/A	N/A	HQ155463.1.1378 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;uncultured prokaryote	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	196532	4067	2.06938310300613	N	Bacteria	 Spirochaetes	0	0	5.01339	3.996691	14.95116	5.177846	0.10510079	0.077060126	0.12355136	0.13636959	73_1	633380	76.953	1.026	0.82	444.84	50.79
r104-il_bin.0038	2093	1060	1	1	1	17	p__Bacteroidetes (UID2605)	76.19	3.59	7.69	2359432	37	120	120	26181	26181	19661	19661	76586	76586	35.5	1.91	88.66	2148	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	76.43	0.8304961353688489	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	454285	16451	3.62129500203617	N	Bacteria	 Bacteroidetes	0	0	6.141009	9.098463	18.095957	4.5813055	0.1287402	0.17542732	0.1495389	0.120658435	31_1	258548	62.84	1.004	1.57	642.21	54.55
r104-il_bin.0039	2547	1442	3	3	4	19	o__Clostridiales (UID1120)	55.8	7.98	13.33	2496548	2	178	178	23450	23450	14025	14025	91304	91304	47.1	2.24	86.05	2623	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	N/A	N/A	GCA_002385825.1	94.01	0.44	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification defined by topology and ANI	54.97	0.9874518593225574	N/A	JF417906.1.1502 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	941948	37681	4.00032698195654	N	Bacteria	 Firmicutes	0	0	9.375205	9.211905	16.216135	4.8035455	0.19654195	0.17761457	0.13400468	0.12651159	125_1	1589964	41.088	1.009	0.08	757.35	61.64
r104-il_bin.0040	2268	1250	1	1	1	20	k__Bacteria (UID2982)	91.39	2.73	50	2651385	2	24	24	244104	244104	110474	110474	631354	631354	59.6	1.69	90.15	2228	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.47	0.89	GCA_002304915.1	98.47	0.89	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__	taxonomic classification defined by topology and ANI	87.93	N/A	N/A	CU920757.1.1398 Bacteria;Verrucomicrobiota;Verrucomicrobiae;LD1-PB3;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2596010	14002	0.539366181178039	N	Bacteria	 Proteobacteria	0	0	58.757256	71.8689	122.754944	49.19196	1.2317882	1.385703	1.0144056	1.295575	22_1	189395	94.348	1.015	0.08	70.21	11.09
r104-il_bin.0041	647	338	1	1	0	16	k__Bacteria (UID2495)	47.88	0	0	652221	11	28	28	40912	40912	23293	23293	67759	67748	42.6	1.65	85.5	634	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__;s__	N/A	N/A	GCA_002774085.1	77.06	0.12	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	44.63	0.7805568943977196	N/A	GU179974.1.1486 Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;uncultured Microgenomates group bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	LQ	432139	15828	3.66271037791081	N	Bacteria	 Proteobacteria	0	0	12.274124	15.086761	26.454855	5.4146132	0.25731495	0.29088756	0.21861404	0.14260536	NA	NA	NA	NA	NA	NA	NA
r104-il_bin.0042	3020	1653	1	1	1	19	p__Bacteroidetes (UID2605)	98.1	1.43	0	3638674	0	13	13	513744	513744	279898	279898	1011267	1011267	44.3	1.35	88.51	3011	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp012519515	99.22	0.93	GCA_012519515.1	99.22	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	97.74	N/A	N/A	AB603812.1.1396 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;uncultured Bacteroidetes bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	3574056	34052	0.952755077144846	N	Bacteria	 Bacteroidetes	1	0	37.694866	60.068867	71.24701	15.664078	0.7902358	1.1581868	0.5887613	0.41254684	35_1	492029	91.567	1.002	0	267.84	18.19
r104-il_bin.0043	2806	1279	1	1	1	21	c__Deltaproteobacteria (UID3216)	93.55	3.23	0	2983320	0	11	11	651532	651532	271210	271210	1406354	1406354	63.3	1.82	87.49	2750	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__UBA2192 sp012728915	99.91	0.98	GCA_012728915.1	99.91	0.98	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	taxonomic classification defined by topology and ANI	89.7	N/A	N/A	CU925038.1.1379 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2960118	4426	0.149521066389921	N	Bacteria	 Proteobacteria	0	0	30.726671	30.73751	60.643368	20.564693	0.6441544	0.5926494	0.5011364	0.541615	25_1	43889	96.032	1.001	0	10.31	1.46
r104-il_bin.0044	3128	1851	2	1	2	18	p__Firmicutes (UID239)	74.14	6.89	0	3211849	18	173	173	24687	24687	18565	18565	102567	102567	56.6	2.92	88.36	3139	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DTU080;s__	N/A	N/A	GCA_001513395.1	76.95	0.12	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	76.22	0.8842044694940245	N/A	AB818578.1.1495 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	1168504	33649	2.87966493910162	N	Bacteria	 Firmicutes	0	0	8.455905	7.896484	16.575586	5.459822	0.17726973	0.15225197	0.13697508	0.14379604	141_1	403514	74.561	1.008	0.56	432.03	33.55
r104-il_bin.0045	1868	1016	0	0	0	15	k__Bacteria (UID2328)	80.12	0	0	1854558	43	207	207	13065	13065	8959	8959	63121	63121	39	1.8	88.38	1988	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__UBA1427 sp012838545	99.21	0.73	GCA_012838545.1	99.21	0.73	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__	taxonomic classification defined by topology and ANI	63.67	N/A	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	173320	2937	1.69455342718671	N	Bacteria	 Firmicutes	0	0	4.5965004	1.8399634	14.5465355	6.100272	0.09636111	0.035476305	0.12020768	0.16066365	58_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0046	747	403	1	1	1	19	k__Bacteria (UID203)	64.34	0	0	699418	0	19	19	58979	58979	36811	36811	137471	137471	33.4	1.22	91.01	715	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	N/A	N/A	GCA_012513575.1	78.6	0.28	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	taxonomic classification defined by topology and ANI	60.31	0.940099873917909	N/A	GU112185.1.1514 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	348253	7992	2.29488331758808	N	Bacteria	 Firmicutes	0	0	9.611359	15.209561	25.869543	7.144553	0.20149268	0.2932553	0.21377723	0.18816702	15_1	91976	82.582	1.005	0	605.54	43.51
r104-il_bin.0047	1269	625	0	0	1	12	o__Clostridiales (UID1212)	51.85	0	0	1335902	10	54	54	40810	40800	24738	24738	105869	105869	46	2.13	89.74	1282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	GCA_002329225.1	98.01	0.59	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification defined by topology and ANI	53.23	0.9980140835886361	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	203407	683	0.335779987906021	N	Bacteria	 Firmicutes	0	0	6.0795307	5.4264474	12.452493	4.1810746	0.12745138	0.104627244	0.10290321	0.1101175	108_1	44648	54.936	1.003	0.75	44.21	17.79
r104-il_bin.0048	2305	1076	2	0	1	18	p__Firmicutes (UID241)	53.84	5.47	26.67	2376503	15	192	192	18193	18193	12377	12377	70282	70282	48.9	1.56	87.26	2443	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZLW01;s__	N/A	N/A	GCA_012799135.1	84.28	0.45	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	47.01	0.9377529253463166	N/A	HQ156138.1.1370 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured prokaryote	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	710118	32201	4.534598475183	N	Bacteria	 Firmicutes	0	0	7.2763395	7.07965	16.160423	5.2983646	0.1525413	0.13650261	0.13354431	0.13954371	130_1	810090	48.525	1.004	0.63	754.66	60.01
r104-il_bin.0049	1787	865	2	2	2	20	p__Bacteroidetes (UID2605)	93.69	0.95	0	2001170	0	4	4	1360889	1360889	500292	500292	1360889	1360889	45.6	2.62	94.36	1757	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	N/A	N/A	GCA_012839605.1	81.63	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	taxonomic classification defined by topology and ANI	94.34	0.9874169894039478	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	EF559196.1.1483 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	1965842	3086	0.15698107986298	N	Bacteria	 Bacteroidetes	0	0	91.7103	119.32359	198.44856	52.219078	1.9226161	2.3006763	1.6399121	1.3753004	185_1	142062	95.921	1	0	13.29	1.83
r104-il_bin.0050	2403	1408	2	2	2	20	p__Euryarchaeota (UID49)	98.04	0.65	0	2532671	0	1	1	2532671	2532671	2532671	2532671	2532671	2532671	53	0	85.15	2421	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	taxonomic classification defined by topology and ANI	97.5	0.9703731741207517	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	AJ576227.1.1402 Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosaetaceae;Methanosaeta;uncultured archaeon	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2532092	148	0.00584496929811397	Y	Archaea	 Euryarchaeota	0	0	89.756134	147.14798	158.35509	42.64757	1.8816489	2.8371577	1.3085932	1.1232146	32_1	0	99.988	1	0	0.16	1.42
r104-il_bin.0051	2108	1170	1	1	1	20	k__Bacteria (UID1452)	98.08	1.82	0	2267454	0	55	55	268545	268545	41226	41226	706285	706285	47.1	3.84	90.79	2084	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012839565	96.57	0.87	GCA_012839565.1	96.57	0.87	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	89.42	N/A	N/A	JX542548.1.1459 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2038146	24013	1.17817859957039	N	Bacteria	 Chloroflexi	0	0	18.63678	14.245008	41.151287	13.793168	0.39070177	0.27465776	0.3400604	0.36327246	180_1	413460	95.862	1.001	0	87.65	8.1
r104-il_bin.0052	2461	1249	1	1	1	21	k__Bacteria (UID1452)	91.82	7.45	0	2758776	0	17	17	1766636	1766636	162280	162280	1766636	1766636	48.8	7.26	88.66	2429	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__Brevefilum fermentans	99.93	0.99	GCF_900184705.1	99.93	0.99	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__	taxonomic classification defined by topology and ANI	87.61	N/A	N/A	LT859958.676029.677531 Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120;Brevefilum fermentans	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	2735068	15892	0.58104588258866	N	Bacteria	 Chloroflexi	0	0	146.0283	166.01297	292.7026	83.452126	3.0613399	3.2008932	2.4187958	2.1978893	8_1	158406	92.682	1.002	0	78.64	6.79
r104-il_bin.0053	1834	1003	2	2	2	18	p__Firmicutes (UID241)	55.01	1.27	50	1750915	12	142	142	15711	15711	12330	12330	63948	63948	43.6	1.08	85.52	1890	d__Bacteria;p__Firmicutes_G;c__UBA5435;o__UBA5435;f__;g__;s__	N/A	N/A	GCA_002426645.1	76.7	0.02	d__Bacteria;p__Firmicutes_G;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	62.62	0.5562597540832817	N/A	KP150725.1.1499 Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;uncultured;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	371797	22748	6.11839256368395	N	Bacteria	 Firmicutes	0	0	6.016165	6.7315164	15.792587	5.5809193	0.12612298	0.12979025	0.13050464	0.14698538	89_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0054	1507	835	1	1	1	16	k__Bacteria (UID2569)	73.58	0	0	1623467	22	87	87	27410	27410	18660	18660	104601	104601	36.6	1.43	87.54	1566	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__DUOL01;s__DUOL01 sp012838875	98.27	0.75	GCA_012838875.1	98.27	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__;s__	taxonomic classification defined by topology and ANI	65.93	N/A	N/A	EF559158.1.1485 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65 termite group;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	230415	3457	1.50033634963002	N	Bacteria	 Bacteroidetes	0	0	5.6778	5.4021544	14.948506	4.733495	0.11902949	0.104158856	0.12352943	0.12466667	177_1	75083	60.488	1.011	1.36	318.09	57.64
r104-il_bin.0055	1704	988	1	1	1	20	p__Euryarchaeota (UID4)	91.97	1.98	0	1563369	0	5	5	797848	797848	312673	312673	797848	797848	34.1	1.08	90.25	1689	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp012799835	98.11	0.79	GCA_012799835.1	98.11	0.79	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__	taxonomic classification defined by topology and ANI	92.49	N/A	N/A	CU916116.1.1312 Archaea;Euryarchaeota;Thermococci;Methanofastidiosales;Methanofastidiosaceae;Candidatus Methanofastidiosum;uncultured archaeon	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	1344580	2671	0.198649392375314	N	Archaea	 Euryarchaeota	0	0	16.338367	27.93889	43.228825	11.127504	0.3425178	0.53868926	0.3572285	0.2930665	75_1	10332	91.27	1.007	0	1.17	0.52
r104-il_bin.0056	2209	1144	1	1	1	20	k__Bacteria (UID2569)	95.43	0.54	0	2854396	2	4	4	1653260	1653260	713599	713598	1653260	1653260	37.7	1.07	89.23	2190	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__RZYY01 sp012516825	99.37	0.97	GCA_012516825.1	99.37	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__RZYY01;s__	taxonomic classification defined by topology and ANI	95.85	N/A	N/A	FPLM01003243.14.1516 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;metagenome	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2851761	852	0.0298762764481315	N	Bacteria	 Bacteroidetes	1	0	176.8368	326.10675	414.3784	143.89874	3.7072098	6.287659	3.4242837	3.7898798	172_1	11807	94.252	1.001	0.07	6.94	2.64
r104-il_bin.0057	1869	803	2	2	2	19	k__Bacteria (UID2570)	97.81	0.55	100	2163608	0	17	17	237995	237995	127271	127271	408806	408806	41.8	1.08	89.52	1828	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__UBA4179 sp002381125	97.49	0.76	GCA_002381125.1	97.49	0.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__	taxonomic classification defined by topology and ANI	96.53	N/A	N/A	CZCA01000836.15.1544 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;anaerobic digester metagenome	r104-il	2021-11-02	Nanopore R10.4 + Illumina	HQ	2061780	35970	1.7446090271513	N	Bacteria	 Bacteroidetes	0	0	51.746807	78.82654	96.40744	21.857061	1.0848209	1.519853	0.79667866	0.57565224	162_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0058	1227	519	1	1	2	19	c__Clostridia (UID1118)	77.37	0	0	1181464	4	86	86	20794	20794	13737	13737	88357	88357	51.5	2.8	86.98	1203	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__JAAYQN01;s__JAAYQN01 sp012519285	99.25	0.82	GCA_012519285.1	99.25	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__;s__	taxonomic classification defined by topology and ANI	75.16	N/A	N/A	KP150726.1.1472 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	297488	3393	1.14055020706718	N	Bacteria	 Firmicutes	0	0	7.502088	2.254574	20.511955	7.431717	0.1572739	0.043470405	0.1695039	0.19573008	110_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0059	4352	2268	1	1	3	21	c__Clostridia (UID1118)	91.91	30.44	7.58	4157323	34	201	201	31041	31041	20683	20683	205635	205634	34.6	2.5	86.88	4420	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	N/A	N/A	GCA_012522255.1	76.35	0.15	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	taxonomic classification defined by topology and ANI	63.63	0.8313260265008163	Genome has more than 24.2% of markers with multiple hits	FJ535543.1.1610 Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Lutispora;uncultured bacterium	r104-il	2021-11-02	Nanopore R10.4 + Illumina	Contaminated	1490521	59461	3.98927623294137	N	Bacteria	 Firmicutes	3	0	7.966515	10.787613	21.367285	6.0557375	0.16701016	0.20799577	0.17657205	0.15949073	NA	NA	NA	NA	NA	NA	NA
r104-il_bin.0060	758	290	0	0	0	16	k__Bacteria (UID1452)	38.91	0	0	666592	0	32	32	32105	32105	20831	20831	51809	51809	36	5.37	87.61	762	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	taxonomic novelty determined using RED	42.47	0.9154322830936592	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	LQ	12881	147	1.14121574411925	N	Bacteria	 Firmicutes	0	0	3.1050646	6.9101815	7.7482123	3.5570436	0.06509462	0.1332351	0.06402862	0.09368231	NA	NA	NA	NA	NA	NA	NA
r104-il_bin.0061	2034	1348	0	0	0	14	p__Euryarchaeota (UID54)	67.04	4.25	42.86	1743159	27	237	237	8750	8750	7355	7354	30236	30236	61.2	2.41	82.63	2182	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus bourgensis	95.98	0.88	GCF_000304355.2	95.98	0.88	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	54.74	N/A	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	129662	9098	7.01670497138715	N	Archaea	 Euryarchaeota	0	0	3.932754	0.29568946	11.211126	6.9070063	0.08244632	0.005701184	0.09264498	0.18191071	42_1	NA	NA	NA	NA	NA	NA
r104-il_bin.0062	1471	636	0	0	0	13	o__Clostridiales (UID1212)	74.22	4.03	37.5	1533727	13	98	98	27450	27450	15650	15650	68570	68570	56.6	3.93	85.66	1486	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__;s__	N/A	N/A	GCA_900555065.1	75.07	0.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	taxonomic classification defined by topology and ANI	69.6	0.7559654434356682	N/A	NA	r104-il	2021-11-02	Nanopore R10.4 + Illumina	MQ	478747	4461	0.931807405581654	N	Bacteria	 Firmicutes	0	0	8.109732	7.3938236	13.897794	4.047974	0.17001253	0.14256018	0.11484669	0.10661202	79_1	124909	55.926	1.02	0.85	123.42	26.73
